 COL _id VAL 27049 	  COL ltable.Product_id VAL 489 	  COL rtable.ID VAL AM0877 	  COL ltable.Description VAL MAKE UP FOR EVER full cover concealer 	  COL ltable.Price VAL $32.00 	  COL ltable.Color VAL Sand 7 	  COL rtable.Color VAL Vanilla 5 	  COL rtable.Price VAL $35.00 	  COL rtable.Description VAL MAKE UP FOR EVER Full Cover Concealer Vanilla 5 0.5 oz 	  	 0
 COL _id VAL 33741 	  COL ltable.Product_id VAL 262 	  COL rtable.ID VAL AM0498 	  COL ltable.Description VAL Peter Thomas Roth lashes to die for the mascara 	  COL ltable.Price VAL $22.00 	  COL ltable.Color VAL Black 	  COL rtable.Color VAL Black 	  COL rtable.Price VAL $35.48 	  COL rtable.Description VAL Peter Thomas Roth - Lashes To Die For The Mascara - Jet Black -8ml/0.27oz 	  	 1
 COL _id VAL 5941 	  COL ltable.Product_id VAL 8820 	  COL rtable.ID VAL AM2776 	  COL ltable.Description VAL tarte lipsurgence lip tint 	  COL ltable.Price VAL 24 	  COL ltable.Color VAL Grateful 	  COL rtable.Color VAL Energy 	  COL rtable.Price VAL $35.40 	  COL rtable.Description VAL Tarte Lipsurgence Skintuitive Lip Tint - Energy (.10 oz) 	  	 0
 COL _id VAL 11522 	  COL ltable.Product_id VAL 9866 	  COL rtable.ID VAL AM5089 	  COL ltable.Description VAL Bobbi Brown foundation stick 	  COL ltable.Price VAL $44.00 	  COL ltable.Color VAL Warm Walnut 	  COL rtable.Color VAL Warm Ivory 	  COL rtable.Price VAL $58.50 	  COL rtable.Description VAL Exclusive Make Up Product By Bobbi Brown Foundation Stick - #1 Warm Ivory 9g/0.31oz 	  	 0
 COL _id VAL 466 	  COL ltable.Product_id VAL 1123 	  COL rtable.ID VAL AM2363 	  COL ltable.Description VAL Givenchy noir couture 	  COL ltable.Price VAL 33 	  COL ltable.Color VAL 5 Violet Etonnant 	  COL rtable.Color VAL 2 Brown Satin 	  COL rtable.Price VAL $29.69 	  COL rtable.Description VAL Givenchy Noir Couture Mascara - # 2 Brown Satin 8g/0.28oz 	  	 0
 COL _id VAL 19300 	  COL ltable.Product_id VAL 1493 	  COL rtable.ID VAL AM3661 	  COL ltable.Description VAL CLINIQUE even better makeup spf 15 	  COL ltable.Price VAL $27.00 	  COL ltable.Color VAL Cream Caramel 	  COL rtable.Color VAL Vanilla 	  COL rtable.Price VAL $34.40 	  COL rtable.Description VAL Clinique Even Better Compact Makeup SPF 15 - # 14 Vanilla (MF-G) 10g/0.35oz 	  	 0
 COL _id VAL 821 	  COL ltable.Product_id VAL 1102 	  COL rtable.ID VAL AM2306 	  COL ltable.Description VAL NARS makeup removing water 	  COL ltable.Price VAL 28 	  COL ltable.Color VAL nan 	  COL rtable.Color VAL nan 	  COL rtable.Price VAL $49.99 	  COL rtable.Description VAL NARS Makeup Removing Water 6.7 oz by NARS 	  	 1
 COL _id VAL 2878 	  COL ltable.Product_id VAL 2489 	  COL rtable.ID VAL AM5759 	  COL ltable.Description VAL Bobbi Brown corrector 	  COL ltable.Price VAL 25 	  COL ltable.Color VAL Bisque 	  COL rtable.Color VAL Bisque 	  COL rtable.Price VAL $30.58 	  COL rtable.Description VAL BOBBI BROWN Corrector - Bisque 	  	 1
 COL _id VAL 10893 	  COL ltable.Product_id VAL 4972 	  COL rtable.ID VAL AM5420 	  COL ltable.Description VAL Laura Mercier secret camouflage 	  COL ltable.Price VAL $34.00 	  COL ltable.Color VAL SC-1 	  COL rtable.Color VAL SC-5 	  COL rtable.Price VAL $31.28 	  COL rtable.Description VAL Laura Mercier Secret Camouflage SC-5 	  	 0
 COL _id VAL 6039 	  COL ltable.Product_id VAL 9865 	  COL rtable.ID VAL AM1422 	  COL ltable.Description VAL Bobbi Brown foundation stick 	  COL ltable.Price VAL 44 	  COL ltable.Color VAL Warm Sand 	  COL rtable.Color VAL Warm Sand 	  COL rtable.Price VAL $53.00 	  COL rtable.Description VAL Bobbi Brown Foundation Stick Warm Sand # 2.5 Full Size (Box) 	  	 1
 COL _id VAL 5980 	  COL ltable.Product_id VAL 9388 	  COL rtable.ID VAL AM4360 	  COL ltable.Description VAL Bobbi Brown bronzing powder 	  COL ltable.Price VAL 40 	  COL ltable.Color VAL Golden Light 	  COL rtable.Color VAL Tawny Brown 	  COL rtable.Price VAL $39.99 	  COL rtable.Description VAL Bobbi Brown Bronzing Powder - Tawny Brown 0.28 Oz, (BNIB) 	  	 0
 COL _id VAL 120 	  COL ltable.Product_id VAL 500 	  COL rtable.ID VAL AM0892 	  COL ltable.Description VAL NARS push eyeliner 46 	  COL ltable.Price VAL 28 	  COL ltable.Color VAL nan 	  COL rtable.Color VAL nan 	  COL rtable.Price VAL $54.07 	  COL rtable.Description VAL NARS Push Eyeliner #46 	  	 1
 COL _id VAL 213 	  COL ltable.Product_id VAL 880 	  COL rtable.ID VAL AM2013 	  COL ltable.Description VAL Shiseido foundation brush 	  COL ltable.Price VAL 30 	  COL ltable.Color VAL nan 	  COL rtable.Color VAL nan 	  COL rtable.Price VAL $34.37 	  COL rtable.Description VAL Shiseido Foundation Brush (Quantity of 1) 	  	 1
 COL _id VAL 198 	  COL ltable.Product_id VAL 478 	  COL rtable.ID VAL AM0863 	  COL ltable.Description VAL NARS contour blush 	  COL ltable.Price VAL 42 	  COL ltable.Color VAL Paloma 	  COL rtable.Color VAL Olympia 	  COL rtable.Price VAL $105.99 	  COL rtable.Description VAL NARS Contour Blush Powder Duo Olympia 	  	 0
 COL _id VAL 5991 	  COL ltable.Product_id VAL 9407 	  COL rtable.ID VAL AM4110 	  COL ltable.Description VAL Laura Mercier eye colour 	  COL ltable.Price VAL 24 	  COL ltable.Color VAL Vanilla Nuts 	  COL rtable.Color VAL nan 	  COL rtable.Price VAL $45.79 	  COL rtable.Description VAL Laura Mercier Artists Palette For Eyes & Cheeks (8x Eye Colour, 1x Highlighter) - 	  	 0
 COL _id VAL 5963 	  COL ltable.Product_id VAL 9043 	  COL rtable.ID VAL AM1645 	  COL ltable.Description VAL stila illuminating powder foundation 	  COL ltable.Price VAL 28 	  COL ltable.Color VAL 30 Watts 	  COL rtable.Color VAL nan 	  COL rtable.Price VAL $14.00 	  COL rtable.Description VAL stila Illuminating Powder Foundation Refillable Compact 	  	 0
 COL _id VAL 27052 	  COL ltable.Product_id VAL 490 	  COL rtable.ID VAL AM0868 	  COL ltable.Description VAL MAKE UP FOR EVER full cover concealer 	  COL ltable.Price VAL $32.00 	  COL ltable.Color VAL Vanilla 5 	  COL rtable.Color VAL Chocolate 18 	  COL rtable.Price VAL $30.00 	  COL rtable.Description VAL MAKE UP FOR EVER Full Cover Concealer Chocolate 18 0.5 oz 	  	 0
 COL _id VAL 34436 	  COL ltable.Product_id VAL 1571 	  COL rtable.ID VAL AM3723 	  COL ltable.Description VAL MAKE UP FOR EVER pro finish multi use powder foundation 	  COL ltable.Price VAL $36.00 	  COL ltable.Color VAL 120 Neutral Ivory 	  COL rtable.Color VAL Neutral Sand 	  COL rtable.Price VAL $51.75 	  COL rtable.Description VAL Make Up For Ever Pro Finish Multi Use Powder Foundation - # 128 Neutral Sand 10g/0.35oz 	  	 0
 COL _id VAL 24283 	  COL ltable.Product_id VAL 2550 	  COL rtable.ID VAL AM6018 	  COL ltable.Description VAL MAKE UP FOR EVER aqua eyes 	  COL ltable.Price VAL $19.00 	  COL ltable.Color VAL Pistachio 17L 	  COL rtable.Color VAL Pistachio 17L 	  COL rtable.Price VAL $19.98 	  COL rtable.Description VAL MAKE UP FOR EVER Aqua Eyes Pistachio 17L 0.04 oz 	  	 1
 COL _id VAL 3488 	  COL ltable.Product_id VAL 2494 	  COL rtable.ID VAL AM5759 	  COL ltable.Description VAL Bobbi Brown corrector 	  COL ltable.Price VAL 25 	  COL ltable.Color VAL Light Peach 	  COL rtable.Color VAL Bisque 	  COL rtable.Price VAL $30.58 	  COL rtable.Description VAL BOBBI BROWN Corrector - Bisque 	  	 0
 COL _id VAL 538 	  COL ltable.Product_id VAL 1203 	  COL rtable.ID VAL AM2571 	  COL ltable.Description VAL Givenchy prisme quatuor 	  COL ltable.Price VAL 58 	  COL ltable.Color VAL 9 Delicate 	  COL rtable.Color VAL 5 Frisson 	  COL rtable.Price VAL $56.99 	  COL rtable.Description VAL Givenchy Prisme Quatuor 4 Colors Eyeshadow - # 5 Frisson 4x1g/0.14oz 	  	 0
 COL _id VAL 30492 	  COL ltable.Product_id VAL 4783 	  COL rtable.ID VAL AM0697 	  COL ltable.Description VAL Estee Lauder pure color envy sculpting lipstick 	  COL ltable.Price VAL $30.00 	  COL ltable.Color VAL Vengeful Red 	  COL rtable.Color VAL Blossom Bright 	  COL rtable.Price VAL $29.99 	  COL rtable.Description VAL Estee Lauder Pure Color Envy Shine Sculpting Lipstick - Blossom Bright No. 250 	  	 0
 COL _id VAL 11763 	  COL ltable.Product_id VAL 291 	  COL rtable.ID VAL AM0517 	  COL ltable.Description VAL MAKE UP FOR EVER aquarelle 	  COL ltable.Price VAL $21.00 	  COL ltable.Color VAL 7 	  COL rtable.Color VAL 1 	  COL rtable.Price VAL $38.96 	  COL rtable.Description VAL MAKE UP FOR EVER Aquarelle 1 0.33 oz 	  	 0
 COL _id VAL 26218 	  COL ltable.Product_id VAL 363 	  COL rtable.ID VAL AM0572 	  COL ltable.Description VAL MAKE UP FOR EVER artist plexi gloss 	  COL ltable.Price VAL $19.00 	  COL ltable.Color VAL 400 	  COL rtable.Color VAL 403 	  COL rtable.Price VAL $30.80 	  COL rtable.Description VAL Make up for Ever Artist Plexi Gloss Lip Lacquer 403 - Red (Opaque) 	  	 0
 COL _id VAL 5999 	  COL ltable.Product_id VAL 9845 	  COL rtable.ID VAL AM1422 	  COL ltable.Description VAL Bobbi Brown foundation stick 	  COL ltable.Price VAL 44 	  COL ltable.Color VAL Beige 	  COL rtable.Color VAL Warm Sand 	  COL rtable.Price VAL $53.00 	  COL rtable.Description VAL Bobbi Brown Foundation Stick Warm Sand # 2.5 Full Size (Box) 	  	 0
 COL _id VAL 459 	  COL ltable.Product_id VAL 1121 	  COL rtable.ID VAL AM2362 	  COL ltable.Description VAL Givenchy noir couture 	  COL ltable.Price VAL 33 	  COL ltable.Color VAL 1 Black Satin 	  COL rtable.Color VAL 1 Black Satin 	  COL rtable.Price VAL $34.93 	  COL rtable.Description VAL Givenchy Noir Couture Mascara - # 1 Black Satin - 8g/0.28oz 	  	 1
 COL _id VAL 11816 	  COL ltable.Product_id VAL 420 	  COL rtable.ID VAL AM4599 	  COL ltable.Description VAL Laura Mercier camouflage powder brush 	  COL ltable.Price VAL $28.00 	  COL ltable.Color VAL nan 	  COL rtable.Color VAL nan 	  COL rtable.Price VAL $36.17 	  COL rtable.Description VAL Laura Mercier Camouflage Powder Brush - Long Handled - - 	  	 1
 COL _id VAL 31746 	  COL ltable.Product_id VAL 2335 	  COL rtable.ID VAL AM5192 	  COL ltable.Description VAL Bobbi Brown bb cream broad spectrum spf 35 	  COL ltable.Price VAL $44.00 	  COL ltable.Color VAL Fair 	  COL rtable.Color VAL Light 	  COL rtable.Price VAL $33.50 	  COL rtable.Description VAL Bobbi Brown BB Cream Broad Spectrum SPF 35 - # Light - 40ml/1.35oz 	  	 0
 COL _id VAL 11508 	  COL ltable.Product_id VAL 9859 	  COL rtable.ID VAL AM5089 	  COL ltable.Description VAL Bobbi Brown foundation stick 	  COL ltable.Price VAL $44.00 	  COL ltable.Color VAL Walnut 	  COL rtable.Color VAL Warm Ivory 	  COL rtable.Price VAL $58.50 	  COL rtable.Description VAL Exclusive Make Up Product By Bobbi Brown Foundation Stick - #1 Warm Ivory 9g/0.31oz 	  	 0
 COL _id VAL 11332 	  COL ltable.Product_id VAL 6561 	  COL rtable.ID VAL AM2214 	  COL ltable.Description VAL Shiseido smoothing lip pencil 	  COL ltable.Price VAL $20.00 	  COL ltable.Color VAL BR607 Coffee Bean 	  COL rtable.Color VAL RD702 Anemone 	  COL rtable.Price VAL $61.49 	  COL rtable.Description VAL Smoothing Lip Pencil - RD702 Anemone by Shiseido - 10076381402 	  	 0
 COL _id VAL 12516 	  COL ltable.Product_id VAL 667 	  COL rtable.ID VAL AM1389 	  COL ltable.Description VAL Giorgio Armani luminous silk foundation 	  COL ltable.Price VAL $62.00 	  COL ltable.Color VAL 4.5 	  COL rtable.Color VAL 4.5 	  COL rtable.Price VAL $62.00 	  COL rtable.Description VAL Giorgio Armani Luminous Silk Foundation - # 4.5 Sand - 30ml/1oz 	  	 1
 COL _id VAL 50 	  COL ltable.Product_id VAL 46 	  COL rtable.ID VAL AM0062 	  COL ltable.Description VAL Shiseido veiled rouge 	  COL ltable.Price VAL 25 	  COL ltable.Color VAL RS308 Sloe 	  COL rtable.Color VAL PK304 Skyglow 	  COL rtable.Price VAL $45.14 	  COL rtable.Description VAL Shiseido Veiled Rouge Lipstick - PK304 Skyglow 	  	 0
 COL _id VAL 25516 	  COL ltable.Product_id VAL 7348 	  COL rtable.ID VAL AM1699 	  COL ltable.Description VAL NARS larger than life lip gloss 	  COL ltable.Price VAL $26.00 	  COL ltable.Color VAL Rouge Tribal 	  COL rtable.Color VAL Strawberry Pink 	  COL rtable.Price VAL $49.99 	  COL rtable.Description VAL Nars Larger Than Life Lip Gloss Color Place Vendome - Strawberry Pink 	  	 0
 COL _id VAL 18620 	  COL ltable.Product_id VAL 981 	  COL rtable.ID VAL AM2143 	  COL ltable.Description VAL Giorgio Armani smooth silk eye pencil 	  COL ltable.Price VAL $30.00 	  COL ltable.Color VAL 5 	  COL rtable.Color VAL 12 	  COL rtable.Price VAL $30.00 	  COL rtable.Description VAL Giorgio Armani Smooth Silk Eye Pencil - # 12 Brown 1.05g/0.037oz 	  	 0
 COL _id VAL 4475 	  COL ltable.Product_id VAL 3726 	  COL rtable.ID VAL AM1148 	  COL ltable.Description VAL Dior diorshow mascara 	  COL ltable.Price VAL 27.5 	  COL ltable.Color VAL Black 090 	  COL rtable.Color VAL 099 Kohl Black 	  COL rtable.Price VAL $29.44 	  COL rtable.Description VAL Christian Dior 10ml/0.33oz Diorshow Black Out Mascara Waterproof - # 099 Kohl Black 	  	 0
 COL _id VAL 15379 	  COL ltable.Product_id VAL 2713 	  COL rtable.ID VAL AM6312 	  COL ltable.Description VAL Shiseido the makeup powdery foundation 	  COL ltable.Price VAL $29.50 	  COL ltable.Color VAL O20 Natural Light Ochre 	  COL rtable.Color VAL O20 Natural Light Ochre 	  COL rtable.Price VAL $22.40 	  COL rtable.Description VAL Shiseido The Makeup Powdery Foundation O20 Natural Light Ochre 0.38 oz 	  	 1
 COL _id VAL 28632 	  COL ltable.Product_id VAL 740 	  COL rtable.ID VAL AM1551 	  COL ltable.Description VAL CLINIQUE chubby stick shadow tint for eyes 	  COL ltable.Price VAL $17.00 	  COL ltable.Color VAL Whopping Willow 	  COL rtable.Color VAL Big Blue 	  COL rtable.Price VAL $15.95 	  COL rtable.Description VAL Clinique Chubby Stick Shadow Tint for Eyes Big Blue 0.1 oz 	  	 0
 COL _id VAL 10600 	  COL ltable.Product_id VAL 2507 	  COL rtable.ID VAL AM5921 	  COL ltable.Description VAL Guerlain rose aux joues 	  COL ltable.Price VAL $52.00 	  COL ltable.Color VAL Peach Boy 01 	  COL rtable.Color VAL Peach Boy 	  COL rtable.Price VAL $47.03 	  COL rtable.Description VAL Guerlain Rose Aux Joues Blush Duo - # 01 Peach Boy - 6g/0.21oz 	  	 1
 COL _id VAL 5992 	  COL ltable.Product_id VAL 9664 	  COL rtable.ID VAL AM0473 	  COL ltable.Description VAL Bite Beauty discovery set 	  COL ltable.Price VAL 55 	  COL ltable.Color VAL nan 	  COL rtable.Color VAL nan 	  COL rtable.Price VAL $81.95 	  COL rtable.Description VAL Bite Beauty Discovery Set 	  	 1
 COL _id VAL 3731 	  COL ltable.Product_id VAL 2496 	  COL rtable.ID VAL AM5757 	  COL ltable.Description VAL Bobbi Brown corrector 	  COL ltable.Price VAL 25 	  COL ltable.Color VAL Medium to Dark Bisque 	  COL rtable.Color VAL Light to Medium Bisque 	  COL rtable.Price VAL $30.58 	  COL rtable.Description VAL Bobbi Brown Light to Medium Bisque Corrector .05 oz 	  	 0
 COL _id VAL 11518 	  COL ltable.Product_id VAL 9864 	  COL rtable.ID VAL AM5089 	  COL ltable.Description VAL Bobbi Brown foundation stick 	  COL ltable.Price VAL $44.00 	  COL ltable.Color VAL Warm Natural 	  COL rtable.Color VAL Warm Ivory 	  COL rtable.Price VAL $58.50 	  COL rtable.Description VAL Exclusive Make Up Product By Bobbi Brown Foundation Stick - #1 Warm Ivory 9g/0.31oz 	  	 0
 COL _id VAL 23985 	  COL ltable.Product_id VAL 2545 	  COL rtable.ID VAL AM5997 	  COL ltable.Description VAL MAKE UP FOR EVER aqua eyes 	  COL ltable.Price VAL $19.00 	  COL ltable.Color VAL Light Taupe 24L 	  COL rtable.Color VAL Bronze 10L 	  COL rtable.Price VAL $39.99 	  COL rtable.Description VAL Make Up For Ever Aqua Eyes Waterproof Eyeliner Pencil - #10L ( Bronze ) - 1.2g/0.04oz 	  	 0
 COL _id VAL 646 	  COL ltable.Product_id VAL 1565 	  COL rtable.ID VAL AM3696 	  COL ltable.Description VAL Guerlain kisskiss roselip 	  COL ltable.Price VAL 37 	  COL ltable.Color VAL Wonder Violette R374 	  COL rtable.Color VAL Peach Party 	  COL rtable.Price VAL $59.48 	  COL rtable.Description VAL Guerlain KissKiss Roselip Lip Balm - Peach Party R346 	  	 0
 COL _id VAL 470 	  COL ltable.Product_id VAL 805 	  COL rtable.ID VAL AM1775 	  COL ltable.Description VAL Guerlain terracotta bronzing powder 	  COL ltable.Price VAL 53 	  COL ltable.Color VAL 4 	  COL rtable.Color VAL 1 	  COL rtable.Price VAL $47.00 	  COL rtable.Description VAL Terracotta Bronzing Powder ( Moisturising & Long Lasting ) - No. 01 - Guerlain - Powder - Terracotta Bronzing Powder ( Moisturising & Long Lasting ) - 10g/0.35oz 	  	 0
 COL _id VAL 210 	  COL ltable.Product_id VAL 863 	  COL rtable.ID VAL AM1980 	  COL ltable.Description VAL Blinc mascara amplified 	  COL ltable.Price VAL 26 	  COL ltable.Color VAL Dark Brown 	  COL rtable.Color VAL Dark Brown 	  COL rtable.Price VAL $26.00 	  COL rtable.Description VAL blinc Mascara Amplified 	  	 1
 COL _id VAL 11493 	  COL ltable.Product_id VAL 9852 	  COL rtable.ID VAL AM1422 	  COL ltable.Description VAL Bobbi Brown foundation stick 	  COL ltable.Price VAL $44.00 	  COL ltable.Color VAL Golden Honey 	  COL rtable.Color VAL Warm Sand 	  COL rtable.Price VAL $53.00 	  COL rtable.Description VAL Bobbi Brown Foundation Stick Warm Sand # 2.5 Full Size (Box) 	  	 0
 COL _id VAL 35429 	  COL ltable.Product_id VAL 2086 	  COL rtable.ID VAL AM4654 	  COL ltable.Description VAL AmorePacific color control cushion compact broad spectrum spf 50 	  COL ltable.Price VAL $60.00 	  COL ltable.Color VAL 204 Tan Gold 	  COL rtable.Color VAL 204 Tan Gold 	  COL rtable.Price VAL $87.99 	  COL rtable.Description VAL AmorePacific Color Control Cushion Compact Broad Spectrum SPF 50+ 204 	  	 1
 COL _id VAL 29399 	  COL ltable.Product_id VAL 973 	  COL rtable.ID VAL AM2063 	  COL ltable.Description VAL CLINIQUE chubby stick moisturizing lip colour balm 	  COL ltable.Price VAL $17.00 	  COL ltable.Color VAL Voluptuous Violet 	  COL rtable.Color VAL Chunky Cherry 	  COL rtable.Price VAL $17.50 	  COL rtable.Description VAL Clinique Chubby Stick Moisturizing Lip Colour Balm - 05 Chunky Cherry - Duo Pack (0.04 oz X 2 = 0.08 oz / 2.4 g) 	  	 0
 COL _id VAL 185 	  COL ltable.Product_id VAL 476 	  COL rtable.ID VAL AM0862 	  COL ltable.Description VAL NARS contour blush 	  COL ltable.Price VAL 42 	  COL ltable.Color VAL Gienah 	  COL rtable.Color VAL Gienah 	  COL rtable.Price VAL $105.99 	  COL rtable.Description VAL NARS Contour Blush Powder Duo Gienah 	  	 1
 COL _id VAL 26338 	  COL ltable.Product_id VAL 421 	  COL rtable.ID VAL AM2514 	  COL ltable.Description VAL Too Faced melted liquified long wear lipstick 	  COL ltable.Price VAL $21.00 	  COL ltable.Color VAL Melted Berry 	  COL rtable.Color VAL Melted Rainbow 	  COL rtable.Price VAL $34.98 	  COL rtable.Description VAL Too Faced Melted Liquified Long Wear Lipstick - Melted Rainbow Size 0.4 Oz 	  	 0
 COL _id VAL 10818 	  COL ltable.Product_id VAL 4289 	  COL rtable.ID VAL AM2346 	  COL ltable.Description VAL Laura Mercier secret brightener 	  COL ltable.Price VAL $30.00 	  COL ltable.Color VAL #1 	  COL rtable.Color VAL #1 	  COL rtable.Price VAL $30.00 	  COL rtable.Description VAL Laura Mercier Secret Brightener - Secret Brightener #1, .05 oz. 	  	 1
 COL _id VAL 16169 	  COL ltable.Product_id VAL 7654 	  COL rtable.ID VAL AM4491 	  COL ltable.Description VAL Smashbox be legendary lip gloss 	  COL ltable.Price VAL $20.00 	  COL ltable.Color VAL Cognac 	  COL rtable.Color VAL Cognac 	  COL rtable.Price VAL $13.50 	  COL rtable.Description VAL Smashbox Be Legendary Lip Gloss - Cognac 0.20oz (6ml) 	  	 1
 COL _id VAL 11514 	  COL ltable.Product_id VAL 9862 	  COL rtable.ID VAL AM5089 	  COL ltable.Description VAL Bobbi Brown foundation stick 	  COL ltable.Price VAL $44.00 	  COL ltable.Color VAL Warm Honey 	  COL rtable.Color VAL Warm Ivory 	  COL rtable.Price VAL $58.50 	  COL rtable.Description VAL Exclusive Make Up Product By Bobbi Brown Foundation Stick - #1 Warm Ivory 9g/0.31oz 	  	 0
 COL _id VAL 5983 	  COL ltable.Product_id VAL 9389 	  COL rtable.ID VAL AM5163 	  COL ltable.Description VAL Bobbi Brown bronzing powder 	  COL ltable.Price VAL 40 	  COL ltable.Color VAL Medium 	  COL rtable.Color VAL Pink Peony 	  COL rtable.Price VAL $69.95 	  COL rtable.Description VAL BOBBI BROWN Pink Peony Set :Pink Peony Illuminating Bronzing Powder +Mini Face Blender Brush . 	  	 0
 COL _id VAL 18432 	  COL ltable.Product_id VAL 822 	  COL rtable.ID VAL AM1947 	  COL ltable.Description VAL Smashbox 24 hour cc spot concealer 	  COL ltable.Price VAL $25.00 	  COL ltable.Color VAL Fair Light 	  COL rtable.Color VAL Medium Dark 	  COL rtable.Price VAL $23.00 	  COL rtable.Description VAL SMASHBOX 24 Hour CC Spot Concealer Medium Dark - 100% Authentic 	  	 0
 COL _id VAL 5946 	  COL ltable.Product_id VAL 8822 	  COL rtable.ID VAL AM2778 	  COL ltable.Description VAL tarte lipsurgence lip tint 	  COL ltable.Price VAL 24 	  COL ltable.Color VAL Moody 	  COL rtable.Color VAL Energy 	  COL rtable.Price VAL $16.00 	  COL rtable.Description VAL Tarte ENERGY LipSurgence Skintuitive Lip Tint (Mini) 	  	 0
